,0
2667,100000
2668,100000
2669,100000
2670,100000
2671,100000
2672,100000
2673,100000
2674,100000
2675,100000
2676,100000
2677,100000
2678,100000
2679,100000
2680,100000
2681,100000
2682,100000
2683,100000
2684,100000
2685,100000
2686,100000
2687,100000
2688,100000
2689,100000
2690,100000
2691,100000
2692,100000
2693,100000
2694,100000
2695,100000
2696,100000
2697,100000
2698,100000
2699,100000
2700,0
2701,100000
2702,110000
2703,110000
2704,110000
2705,110000
2706,110000
2707,110000
2708,110000
2709,110000
2710,110000
2711,110000
2712,110000
2713,110000
2714,110000
2715,110000
2716,110000
2717,110000
2718,110000
2719,110000
2720,110000
2721,110000
2722,110000
2723,110000
2724,110000
2725,110000
2726,110000
2727,110000
2728,110000
2729,110000
2730,110000
2731,110000
2732,110000
2733,110000
2734,110000
2735,110000
2736,110000
2737,110000
2738,110000
2739,110000
2740,110000
2741,110000
2742,110000
2743,110000
2744,110000
2745,110000
2746,110000
2747,110000
2748,110000
2749,110000
2750,110000
2751,110000
2752,110000
2753,110000
2754,110000
2755,110000
2756,110000
2757,110000
2758,110000
2759,110000
2760,110000
2761,110000
2762,110000
2763,110000
2764,110000
2765,110000
2766,110000
2767,110000
2768,110000
2769,110000
2770,110000
2771,110000
2772,110000
2773,110000
2774,110000
2775,110000
2776,110000
2777,110000
2778,110000
2779,110000
2780,110000
2781,110000
2782,110000
2783,110000
2784,110000
2785,110000
2786,110000
2787,110000
2788,110000
2789,110000
2790,110000
2791,110000
2792,110000
2793,110000
2794,110000
2795,110000
2796,110000
2797,110000
2798,110000
2799,110000
2800,110000
2801,110000
2802,0
2803,111
2804,111
2805,1110
2806,111
2807,110
2808,111
2809,111
2810,1101
2811,111
2812,111
2813,1011
2814,111
2815,111
2816,111
2817,1101
2818,111
2819,111
2820,1001
2821,111
2822,111
2823,111
2824,1011
2825,1011
2826,111
2827,111
2828,111
2829,1011
2830,111
2831,111
2832,111
2833,111
2834,1110
2835,11
2836,111
2837,111
2838,1101
2839,1011
2840,111
2841,111
2842,1011
2843,111
2844,1101
2845,111
2846,111
2847,111
2848,111
2849,111
2850,111
2851,111
2852,1101
2853,111
2854,101
2855,111
2856,111
2857,1101
2858,111
2859,111
2860,111
2861,111
2862,111
2863,11
2864,111
2865,111
2866,1110
2867,111
2868,111
2869,111
2870,111
2871,111
2872,111
2873,111
2874,111
2875,111
2876,111
2877,111
2878,111
2879,111
2880,111
2881,111
2882,1111
2883,111
2884,1111
2885,111
2886,111
2887,101
2888,111
2889,111
2890,111
2891,111
2892,1110
2893,110
2894,111
2895,111
2896,1101
2897,111
2898,111
2899,1111
2900,111
2901,111
2902,1111
2903,1011
2904,1011
2905,1011
2906,1011
2907,1011
2908,1011
2909,1111
2910,1111
2911,1110
2912,1011
2913,1011
2914,1011
2915,1011
2916,1011
2917,1011
2918,1110
2919,1011
2920,1011
2921,1011
2922,1011
2923,1011
2924,1011
2925,1011
2926,1110
2927,1101
2928,1011
2929,1011
2930,1011
2931,1011
2932,1011
2933,1011
2934,1101
2935,1011
2936,1011
2937,1110
2938,1101
2939,1101
2940,1011
2941,1011
2942,1011
2943,1110
2944,1101
2945,1011
2946,1110
2947,111
2948,1011
2949,1011
2950,1011
2951,1011
2952,1011
2953,1101
2954,1110
2955,1011
2956,1011
2957,1011
2958,1011
2959,1110
2960,1011
2961,1011
2962,111
2963,1011
2964,111
2965,1011
2966,1110
2967,1110
2968,1011
2969,1001
2970,1101
2971,1011
2972,1111
2973,1011
2974,1110
2975,1101
2976,1101
2977,1011
2978,1011
2979,1011
2980,11
2981,1011
2982,1101
2983,1110
2984,1011
2985,1011
2986,1011
2987,1011
2988,1011
2989,1101
2990,1001
2991,1011
2992,1101
2993,1011
2994,1011
2995,1110
2996,1110
2997,1110
2998,1110
2999,1111
3000,1011
3001,1011
3002,1011
3003,11
3004,11
3005,11
3006,11
3007,11
3008,11
3009,11
3010,11
3011,11
3012,11
3013,11
3014,11
3015,11
3016,11
3017,11
3018,11
3019,11
3020,11
3021,11
3022,11
3023,11
3024,11
3025,11
3026,11
3027,11
3028,11
3029,11
3030,11
3031,11
3032,10
3033,11
3034,11
3035,11
3036,11
3037,10
3038,11
3039,11
3040,11
3041,11
3042,11
3043,11
3044,11
3045,11
3046,11
3047,11
3048,11
3049,11
3050,11
3051,11
3052,11
3053,11
3054,11
3055,11
3056,11
3057,11
3058,11
3059,11
3060,11
3061,11
3062,11
3063,1100
3064,11
3065,11
3066,11
3067,11
3068,11
3069,11
3070,11
3071,11
3072,11
3073,11
3074,11
3075,11
3076,11
3077,11
3078,11
3079,11
3080,11
3081,11
3082,11
3083,11
3084,11
3085,11
3086,11
3087,11
3088,11
3089,11
3090,11
3091,11
3092,11
3093,11
3094,11
3095,11
3096,11
3097,11
3098,11
3099,11
3100,10
3101,11
3102,11
3103,10011
3104,10011
3105,10011
3106,10011
3107,10011
3108,10011
3109,10011
3110,10011
3111,10011
3112,10011
3113,10011
3114,10011
3115,10011
3116,10011
3117,10011
3118,10011
3119,10011
3120,10011
3121,10011
3122,10011
3123,10011
3124,10011
3125,10011
3126,10011
3127,10011
3128,10011
3129,10011
3130,10011
3131,10011
3132,10011
3133,10011
3134,10011
3135,10011
3136,10011
3137,10011
3138,10011
3139,10011
3140,10011
3141,10011
3142,10011
3143,10011
3144,10011
3145,10011
3146,10011
3147,10011
3148,10011
3149,10011
3150,10011
3151,10011
3152,10011
3153,10011
3154,10011
3155,10011
3156,10011
3157,10001
3158,10011
3159,10011
3160,10011
3161,10011
3162,10011
3163,10011
3164,10011
3165,10011
3166,10011
3167,10011
3168,10011
3169,10011
3170,10011
3171,10011
3172,10011
3173,10011
3174,10011
3175,10011
3176,10011
3177,10011
3178,10011
3179,10011
3180,10011
3181,10011
3182,10011
3183,10011
3184,10001
3185,10011
3186,10011
3187,10011
3188,10011
3189,10011
3190,10011
3191,10011
3192,10011
3193,10011
3194,10011
3195,10011
3196,10011
3197,10011
3198,10011
3199,10011
3200,10011
3201,10011
3202,10011
3203,100011
3204,100011
3205,100011
3206,100011
3207,100011
3208,100011
3209,100011
3210,100011
3211,100011
3212,100011
3213,100011
3214,100011
3215,100011
3216,100011
3217,100011
3218,100011
3219,100011
3220,100011
3221,100011
3222,100011
3223,100011
3224,100011
3225,100011
3226,100011
3227,100011
3228,100011
3229,100011
3230,100011
3231,100011
3232,100011
3233,100011
3234,100011
3235,100011
3236,100011
3237,100011
3238,100011
3239,100011
3240,100011
3241,100011
3242,100011
3243,100011
3244,100011
3245,100011
3246,100011
3247,100011
3248,100011
3249,100011
3250,100011
3251,100011
3252,100011
3253,100011
3254,100011
3255,100011
3256,100011
3257,100011
3258,100011
3259,100011
3260,100011
3261,100011
3262,100011
3263,100011
3264,100011
3265,100011
3266,100011
3267,100011
3268,100011
3269,100011
3270,100011
3271,100011
3272,100011
3273,100011
3274,100011
3275,100011
3276,100011
3277,100011
3278,100011
3279,100011
3280,100011
3281,100011
3282,100011
3283,100011
3284,100011
3285,100011
3286,100011
3287,100011
3288,11
3289,100011
3290,100011
3291,100011
3292,100011
3293,100011
3294,100011
3295,100011
3296,100011
3297,100011
3298,110011
3299,100011
3300,100011
3301,100011
3302,100011
3303,111
3304,1101
3305,1101
3306,1101
3307,1101
3308,1011
3309,1011
3310,1101
3311,1101
3312,1110
3313,1101
3314,1101
3315,1101
3316,111
3317,1101
3318,1101
3319,111
3320,1101
3321,1101
3322,111
3323,1101
3324,1101
3325,1101
3326,1101
3327,1101
3328,1011
3329,1011
3330,1101
3331,1101
3332,1111
3333,1101
3334,1101
3335,1010
3336,1101
3337,1101
3338,1101
3339,111
3340,1101
3341,1101
3342,1101
3343,1101
3344,1101
3345,1101
3346,1011
3347,1101
3348,1111
3349,111
3350,1001
3351,1101
3352,1111
3353,1101
3354,1011
3355,1101
3356,1101
3357,1101
3358,1101
3359,1101
3360,1101
3361,111
3362,1011
3363,1101
3364,1011
3365,1101
3366,1101
3367,111
3368,1101
3369,1101
3370,111
3371,1110
3372,1101
3373,111
3374,1011
3375,1001
3376,1101
3377,1101
3378,1011
3379,1011
3380,1101
3381,1111
3382,111
3383,1101
3384,1101
3385,1101
3386,111
3387,1101
3388,1101
3389,1101
3390,1101
3391,1101
3392,111
3393,1011
3394,1101
3395,1111
3396,1111
3397,1101
3398,1101
3399,111
3400,111
3401,1101
3402,1101
3403,101
3404,101
3405,101
3406,101
3407,101
3408,101
3409,101
3410,101
3411,101
3412,101
3413,101
3414,101
3415,101
3416,101
3417,101
3418,101
3419,101
3420,101
3421,101
3422,101
3423,101
3424,101
3425,101
3426,101
3427,101
3428,101
3429,101
3430,101
3431,101
3432,101
3433,101
3434,101
3435,101
3436,101
3437,101
3438,101
3439,101
3440,101
3441,101
3442,101
3443,101
3444,101
3445,110
3446,101
3447,101
3448,101
3449,101
3450,101
3451,101
3452,101
3453,101
3454,101
3455,101
3456,101
3457,101
3458,101
3459,101
3460,101
3461,101
3462,101
3463,101
3464,101
3465,101
3466,101
3467,101
3468,101
3469,101
3470,101
3471,101
3472,101
3473,101
3474,101
3475,101
3476,101
3477,101
3478,101
3479,101
3480,101
3481,101
3482,101
3483,101
3484,101
3485,101
3486,101
3487,101
3488,101
3489,101
3490,101
3491,101
3492,1110
3493,101
3494,101
3495,101
3496,101
3497,101
3498,101
3499,101
3500,101
3501,101
3502,101
3503,10101
3504,10101
3505,10101
3506,10101
3507,10101
3508,10101
3509,10101
3510,10101
3511,10101
3512,10101
3513,10101
3514,10101
3515,10101
3516,10001
3517,10101
3518,10101
3519,10101
3520,10101
3521,10101
3522,10101
3523,10101
3524,10101
3525,10101
3526,10101
3527,10101
3528,10101
3529,10101
3530,10101
3531,10101
3532,10101
3533,10101
3534,10101
3535,10101
3536,10101
3537,10101
3538,10101
3539,10101
3540,10101
3541,10101
3542,10101
3543,10101
3544,10101
3545,10101
3546,10101
3547,10101
3548,10101
3549,10101
3550,10101
3551,10101
3552,10101
3553,10101
3554,10101
3555,10101
3556,10101
3557,10101
3558,10101
3559,10101
3560,10101
3561,10101
3562,10101
3563,10101
3564,10101
3565,10101
3566,10101
3567,10101
3568,10101
3569,10101
3570,10101
3571,10101
3572,10101
3573,10101
3574,10101
3575,10101
3576,10101
3577,10101
3578,10101
3579,10101
3580,10101
3581,10101
3582,10101
3583,10101
3584,10101
3585,10101
3586,10101
3587,10101
3588,11110
3589,10101
3590,10100
3591,10101
3592,10101
3593,11101
3594,10101
3595,10101
3596,10101
3597,10101
3598,10101
3599,10101
3600,10101
3601,10101
3602,10101
3603,100101
3604,100101
3605,100101
3606,100101
3607,100101
3608,100101
3609,100101
3610,100101
3611,100101
3612,100101
3613,100101
3614,100101
3615,100101
3616,100101
3617,100101
3618,100101
3619,100101
3620,100101
3621,100001
3622,100101
3623,100101
3624,100101
3625,100101
3626,100101
3627,100101
3628,100101
3629,100101
3630,100001
3631,100101
3632,100101
3633,100101
3634,100101
3635,100101
3636,100101
3637,100101
3638,100101
3639,100101
3640,100101
3641,100101
3642,100101
3643,100101
3644,100101
3645,100101
3646,100101
3647,100101
3648,100101
3649,100101
3650,100101
3651,100101
3652,100101
3653,100101
3654,100101
3655,100101
3656,100101
3657,100101
3658,100101
3659,100101
3660,100101
3661,100101
3662,100101
3663,101111
3664,100101
3665,100101
3666,100101
3667,100101
3668,100101
3669,100101
3670,100101
3671,100101
3672,100101
3673,100101
3674,100101
3675,100101
3676,100101
3677,100101
3678,100101
3679,100101
3680,100101
3681,100101
3682,100101
3683,100101
3684,100101
3685,100101
3686,100101
3687,100101
3688,100101
3689,100101
3690,100101
3691,100101
3692,100101
3693,100101
3694,100101
3695,100101
3696,100101
3697,100101
3698,100101
3699,100101
3700,100101
3701,100101
3702,100101
3703,1001
3704,1001
3705,1001
3706,1001
3707,1001
3708,1001
3709,1001
3710,1001
3711,1001
3712,1001
3713,1001
3714,1001
3715,1001
3716,1001
3717,1001
3718,1001
3719,1001
3720,1001
3721,1001
3722,1001
3723,1001
3724,1001
3725,1001
3726,1001
3727,1001
3728,1001
3729,1001
3730,1001
3731,1001
3732,1001
3733,1001
3734,1001
3735,1001
3736,1001
3737,1001
3738,1001
3739,1001
3740,1001
3741,1001
3742,1001
3743,1001
3744,1001
3745,1001
3746,1001
3747,1001
3748,1001
3749,1001
3750,1001
3751,1001
3752,1001
3753,1001
3754,1001
3755,1001
3756,1001
3757,1001
3758,1001
3759,1001
3760,1001
3761,1001
3762,1001
3763,1001
3764,1001
3765,1001
3766,1001
3767,1001
3768,1001
3769,1001
3770,1001
3771,1001
3772,1001
3773,1001
3774,1001
3775,1001
3776,1001
3777,1001
3778,1001
3779,1001
3780,1001
3781,1001
3782,1001
3783,1001
3784,1000
3785,1001
3786,1110
3787,1001
3788,1001
3789,1001
3790,1001
3791,1001
3792,1001
3793,1001
3794,1001
3795,1001
3796,1001
3797,1001
3798,1001
3799,1001
3800,1001
3801,1001
3802,1001
3803,11001
3804,11001
3805,11001
3806,11001
3807,11001
3808,11001
3809,11001
3810,11001
3811,11001
3812,11001
3813,11001
3814,11001
3815,11001
3816,11000
3817,11001
3818,11001
3819,11001
3820,11001
3821,11001
3822,11001
3823,11001
3824,11001
3825,11001
3826,11001
3827,11001
3828,11001
3829,11001
3830,11001
3831,11001
3832,11001
3833,11001
3834,11001
3835,11001
3836,11001
3837,11001
3838,11001
3839,11001
3840,11001
3841,11001
3842,11001
3843,11001
3844,11001
3845,11001
3846,11001
3847,11001
3848,11001
3849,11001
3850,11001
3851,11001
3852,11001
3853,11001
3854,11001
3855,11001
3856,11001
3857,11001
3858,11001
3859,11001
3860,11001
3861,11001
3862,11001
3863,11001
3864,11001
3865,11001
3866,11001
3867,11001
3868,11001
3869,11001
3870,11001
3871,11001
3872,11001
3873,11001
3874,11001
3875,11001
3876,11001
3877,11001
3878,11001
3879,11001
3880,11001
3881,11001
3882,11001
3883,11001
3884,11001
3885,11001
3886,11001
3887,11001
3888,11001
3889,11001
3890,11001
3891,11001
3892,11001
3893,11001
3894,11001
3895,11001
3896,11001
3897,11001
3898,11001
3899,11000
3900,11001
3901,11001
3902,11001
3903,101001
3904,101001
3905,101001
3906,101001
3907,101001
3908,101001
3909,101001
3910,101001
3911,101001
3912,101001
3913,111001
3914,101001
3915,101001
3916,101001
3917,101001
3918,101001
3919,101001
3920,101001
3921,101001
3922,101001
3923,101001
3924,101001
3925,101001
3926,101001
3927,101001
3928,101001
3929,101001
3930,101001
3931,101001
3932,101001
3933,101001
3934,101001
3935,101001
3936,101001
3937,101001
3938,101001
3939,101001
3940,101001
3941,101001
3942,101001
3943,101001
3944,101001
3945,101001
3946,101001
3947,101001
3948,101001
3949,101001
3950,101001
3951,101001
3952,101001
3953,100001
3954,101001
3955,101001
3956,101001
3957,101001
3958,101001
3959,101001
3960,101001
3961,101001
3962,101001
3963,101001
3964,101001
3965,101001
3966,101001
3967,101001
3968,101001
3969,101001
3970,101001
3971,101001
3972,101001
3973,101001
3974,101001
3975,101001
3976,101001
3977,101001
3978,100001
3979,101001
3980,101001
3981,101001
3982,101001
3983,101001
3984,101001
3985,101001
3986,101001
3987,101001
3988,101001
3989,101001
3990,101001
3991,101001
3992,101001
3993,101001
3994,101001
3995,101001
3996,101001
3997,101001
3998,101001
3999,101001
4000,101001
4001,101001
4002,101001
4003,10001
4004,10001
4005,10001
4006,10001
4007,10001
4008,10001
4009,10001
4010,10001
4011,10001
4012,10001
4013,10001
4014,10001
4015,10001
4016,10001
4017,10001
4018,10001
4019,10001
4020,10001
4021,10001
4022,10001
4023,10001
4024,10001
4025,10001
4026,10001
4027,10001
4028,10001
4029,10001
4030,10001
4031,10001
4032,10001
4033,10001
4034,10001
4035,10001
4036,10001
4037,10001
4038,10001
4039,10001
4040,10001
4041,10001
4042,10001
4043,10001
4044,10001
4045,10001
4046,10001
4047,10001
4048,10001
4049,10001
4050,10001
4051,10001
4052,10001
4053,10001
4054,10001
4055,10001
4056,10001
4057,10001
4058,10001
4059,10001
4060,10001
4061,10001
4062,10001
4063,10001
4064,10001
4065,10001
4066,10001
4067,10001
4068,10001
4069,10001
4070,10001
4071,10001
4072,10001
4073,10001
4074,10001
4075,10001
4076,10001
4077,10001
4078,10001
4079,10001
4080,10001
4081,10001
4082,10001
4083,10001
4084,10001
4085,10001
4086,10001
4087,10001
4088,10001
4089,10001
4090,10001
4091,10001
4092,10001
4093,10001
4094,10001
4095,10000
4096,10001
4097,10001
4098,10001
4099,10001
4100,10001
4101,10001
4102,10001
4103,100001
4104,100001
4105,100001
4106,100001
4107,100001
4108,100001
4109,100001
4110,100001
4111,100001
4112,100001
4113,100001
4114,100001
4115,100001
4116,100001
4117,100001
4118,100001
4119,100001
4120,100001
4121,100001
4122,100001
4123,100001
4124,100001
4125,100001
4126,100001
4127,100001
4128,100001
4129,100001
4130,100001
4131,100001
4132,100001
4133,100001
4134,100001
4135,100001
4136,100001
4137,100001
4138,100001
4139,100001
4140,100001
4141,100001
4142,100001
4143,100001
4144,100001
4145,100001
4146,100001
4147,100001
4148,100001
4149,100001
4150,100001
4151,100001
4152,100001
4153,100001
4154,100001
4155,100001
4156,100001
4157,100001
4158,100001
4159,100001
4160,100001
4161,100001
4162,100001
4163,100001
4164,100001
4165,100001
4166,100001
4167,100001
4168,100001
4169,100001
4170,100001
4171,100001
4172,100001
4173,100001
4174,100001
4175,100001
4176,100001
4177,100001
4178,100001
4179,100001
4180,100001
4181,100001
4182,100001
4183,100001
4184,100001
4185,100001
4186,100001
4187,100001
4188,100001
4189,100001
4190,100001
4191,100001
4192,100001
4193,100001
4194,100001
4195,100001
4196,100001
4197,100001
4198,100001
4199,100001
4200,100001
4201,100001
4202,100001
4203,110001
4204,110001
4205,110001
4206,110001
4207,110001
4208,110001
4209,110001
4210,110001
4211,110001
4212,110001
4213,110001
4214,110001
4215,110001
4216,110001
4217,110001
4218,110001
4219,110001
4220,110001
4221,110001
4222,110001
4223,110001
4224,110001
4225,110001
4226,110001
4227,110001
4228,110001
4229,110001
4230,110001
4231,110001
4232,100001
4233,110001
4234,110001
4235,110001
4236,110001
4237,110001
4238,110001
4239,110001
4240,110001
4241,110001
4242,110001
4243,110001
4244,110001
4245,10001
4246,110001
4247,110001
4248,110001
4249,110001
4250,110001
4251,110001
4252,110001
4253,110001
4254,110001
4255,110001
4256,110001
4257,110001
4258,110001
4259,110001
4260,110001
4261,110001
4262,110001
4263,110001
4264,110001
4265,110001
4266,110001
4267,110001
4268,110001
4269,110001
4270,110001
4271,110001
4272,110001
4273,110001
4274,110001
4275,110001
4276,110001
4277,110001
4278,110001
4279,110001
4280,110001
4281,110001
4282,110001
4283,100001
4284,110001
4285,10001
4286,110001
4287,110001
4288,110001
4289,110001
4290,110001
4291,110001
4292,110001
4293,110001
4294,110001
4295,110001
4296,110001
4297,110001
4298,110001
4299,110001
4300,110001
4301,110001
4302,110001
4303,1110
4304,1110
4305,1111
4306,1110
4307,1011
4308,1011
4309,1110
4310,1101
4311,1110
4312,1110
4313,1111
4314,1011
4315,1110
4316,1101
4317,1110
4318,1011
4319,1110
4320,1110
4321,1110
4322,1110
4323,1110
4324,1011
4325,1011
4326,1110
4327,1110
4328,1111
4329,1111
4330,1111
4331,1111
4332,1110
4333,1110
4334,1101
4335,1101
4336,1111
4337,1110
4338,1011
4339,1110
4340,1110
4341,1111
4342,1110
4343,1110
4344,1110
4345,1111
4346,1110
4347,1110
4348,1110
4349,1110
4350,1110
4351,1110
4352,1111
4353,111
4354,1110
4355,1110
4356,1110
4357,1111
4358,1110
4359,1101
4360,1110
4361,1110
4362,1110
4363,1110
4364,1110
4365,1110
4366,1110
4367,1110
4368,1111
4369,1110
4370,1110
4371,111
4372,1110
4373,1110
4374,111
4375,1110
4376,1110
4377,1110
4378,1011
4379,1110
4380,1011
4381,1110
4382,1011
4383,1110
4384,111
4385,110
4386,1011
4387,1111
4388,1101
4389,1011
4390,1111
4391,1011
4392,1110
4393,1011
4394,111
4395,1110
4396,1111
4397,1111
4398,1110
4399,1111
4400,1011
4401,1110
4402,1011
4403,110
4404,110
4405,110
4406,110
4407,110
4408,110
4409,110
4410,110
4411,110
4412,110
4413,110
4414,110
4415,110
4416,110
4417,110
4418,110
4419,110
4420,110
4421,110
4422,110
4423,110
4424,110
4425,110
4426,110
4427,110
4428,110
4429,110
4430,110
4431,110
4432,110
4433,110
4434,110
4435,110
4436,110
4437,110
4438,110
4439,100
4440,110
4441,110
4442,110
4443,110
4444,110
4445,110
4446,110
4447,110
4448,110
4449,110
4450,110
4451,110
4452,110
4453,110
4454,110
4455,110
4456,110
4457,110
4458,110
4459,110
4460,110
4461,1111
4462,110
4463,110
4464,110
4465,110
4466,110
4467,110
4468,110
4469,110
4470,110
4471,1111
4472,110
4473,110
4474,110
4475,110
4476,110
4477,110
4478,110
4479,110
4480,110
4481,110
4482,110
4483,110
4484,110
4485,110
4486,110
4487,110
4488,110
4489,110
4490,110
4491,110
4492,110
4493,110
4494,110
4495,110
4496,110
4497,110
4498,110
4499,110
4500,110
4501,110
4502,110
4503,10110
4504,10110
4505,10110
4506,10110
4507,10110
4508,10110
4509,10110
4510,10110
4511,10110
4512,10110
4513,10110
4514,10110
4515,10110
4516,10110
4517,10110
4518,10110
4519,10110
4520,10110
4521,10110
4522,10110
4523,10110
4524,10110
4525,10110
4526,10110
4527,10110
4528,10110
4529,10110
4530,10110
4531,10110
4532,10110
4533,10110
4534,10110
4535,10110
4536,10110
4537,10110
4538,10110
4539,10110
4540,10110
4541,10110
4542,10110
4543,10110
4544,10110
4545,10110
4546,10110
4547,10110
4548,10110
4549,110
4550,10110
4551,10110
4552,10110
4553,10110
4554,10110
4555,10110
4556,10110
4557,10110
4558,10110
4559,10110
4560,10110
4561,10110
4562,10110
4563,10110
4564,10110
4565,10110
4566,10110
4567,10110
4568,10110
4569,10110
4570,10110
4571,10110
4572,10110
4573,10110
4574,10110
4575,10110
4576,10110
4577,10110
4578,10110
4579,10110
4580,10110
4581,10110
4582,10110
4583,10110
4584,10110
4585,10110
4586,10110
4587,10110
4588,10110
4589,10110
4590,10110
4591,10110
4592,10110
4593,10110
4594,10110
4595,10110
4596,10110
4597,10110
4598,10110
4599,10110
4600,10110
4601,10110
4602,10110
4603,100110
4604,100110
4605,100110
4606,100110
4607,100110
4608,100110
4609,100110
4610,100110
4611,100110
4612,100110
4613,100110
4614,100110
4615,100110
4616,100110
4617,100110
4618,100110
4619,100110
4620,100110
4621,110
4622,100110
4623,100110
4624,100110
4625,100110
4626,100110
4627,100110
4628,100110
4629,100110
4630,100110
4631,100110
4632,100110
4633,100110
4634,100110
4635,100110
4636,100110
4637,100110
4638,100110
4639,100110
4640,100110
4641,100110
4642,100110
4643,100110
4644,100110
4645,100110
4646,100110
4647,100110
4648,100110
4649,100110
4650,100110
4651,100110
4652,100110
4653,100110
4654,100110
4655,100010
4656,100110
4657,100110
4658,100110
4659,100110
4660,100110
4661,100110
4662,100110
4663,100110
4664,100110
4665,100110
4666,100110
4667,100110
4668,100110
4669,100110
4670,100110
4671,100110
4672,100110
4673,100110
4674,100110
4675,100110
4676,100110
4677,100110
4678,100110
4679,100110
4680,100110
4681,100110
4682,100110
4683,100110
4684,100110
4685,100110
4686,100110
4687,100110
4688,100110
4689,100110
4690,100110
4691,100110
4692,100110
4693,100110
4694,100110
4695,101111
4696,100110
4697,100110
4698,100110
4699,100110
4700,100110
4701,100110
4702,100110
4703,1010
4704,1010
4705,1010
4706,1010
4707,1010
4708,1010
4709,1010
4710,1010
4711,1010
4712,1010
4713,1010
4714,1010
4715,1010
4716,1010
4717,1010
4718,1010
4719,1010
4720,1010
4721,1010
4722,1010
4723,1010
4724,1010
4725,11010
4726,1010
4727,1010
4728,1010
4729,1010
4730,1010
4731,10
4732,1010
4733,1010
4734,1010
4735,1010
4736,1010
4737,1010
4738,1010
4739,1010
4740,1010
4741,1010
4742,1010
4743,1010
4744,1010
4745,1010
4746,1010
4747,1010
4748,1010
4749,1010
4750,1010
4751,1010
4752,1010
4753,1010
4754,1010
4755,1010
4756,1010
4757,1010
4758,1010
4759,1010
4760,11010
4761,1010
4762,1010
4763,1010
4764,1010
4765,1010
4766,1010
4767,1010
4768,1010
4769,1010
4770,1010
4771,1010
4772,1010
4773,1010
4774,1010
4775,1010
4776,1010
4777,1010
4778,1010
4779,1010
4780,1010
4781,1010
4782,10
4783,1010
4784,1010
4785,1010
4786,1010
4787,1010
4788,1010
4789,1010
4790,1010
4791,1010
4792,1010
4793,1010
4794,1010
4795,1010
4796,1010
4797,1010
4798,1010
4799,1010
4800,1010
4801,1010
4802,1010
4803,11010
4804,11010
4805,11010
4806,11010
4807,11010
4808,11010
4809,11010
4810,11010
4811,11010
4812,11010
4813,11010
4814,11010
4815,11010
4816,11010
4817,11010
4818,11010
4819,11010
4820,11010
4821,11010
4822,11010
4823,11010
4824,11010
4825,11010
4826,11010
4827,11010
4828,11010
4829,11010
4830,11010
4831,11010
4832,11010
4833,11010
4834,11010
4835,11010
4836,11000
4837,11010
4838,11010
4839,11010
4840,11010
4841,11010
4842,11010
4843,11010
4844,11010
4845,11010
4846,11010
4847,11010
4848,11010
4849,11010
4850,11010
4851,11010
4852,11010
4853,11010
4854,11010
4855,11010
4856,11010
4857,11010
4858,11010
4859,11010
4860,11010
4861,11010
4862,11010
4863,11010
4864,11010
4865,11010
4866,11010
4867,11010
4868,11010
4869,11010
4870,11010
4871,11010
4872,11010
4873,11010
4874,11010
4875,11010
4876,11010
4877,11010
4878,11010
4879,11010
4880,11010
4881,11010
4882,11010
4883,11010
4884,11010
4885,11010
4886,11010
4887,11010
4888,11010
4889,11010
4890,11010
4891,11010
4892,11010
4893,11010
4894,11010
4895,11010
4896,11010
4897,11010
4898,11010
4899,11010
4900,11010
4901,11010
4902,11010
4903,101010
4904,101010
4905,101010
4906,101010
4907,101010
4908,101010
4909,101010
4910,101010
4911,101010
4912,101010
4913,101010
4914,101010
4915,101010
4916,101010
4917,101010
4918,101010
4919,101010
4920,101010
4921,101010
4922,101010
4923,101010
4924,101010
4925,101010
4926,101010
4927,101010
4928,101010
4929,101010
4930,101010
4931,101010
4932,101010
4933,101010
4934,1010
4935,101010
4936,101010
4937,101010
4938,101010
4939,101010
4940,101010
4941,101010
4942,101010
4943,101010
4944,101010
4945,101010
4946,101010
4947,101010
4948,101010
4949,101010
4950,101010
4951,101010
4952,101010
4953,101010
4954,101010
4955,101010
4956,101010
4957,101010
4958,101010
4959,101010
4960,101010
4961,101010
4962,101010
4963,101000
4964,101010
4965,101010
4966,101010
4967,101010
4968,101010
4969,101010
4970,101010
4971,101010
4972,101010
4973,101010
4974,101010
4975,101010
4976,101010
4977,101010
4978,101010
4979,101010
4980,101010
4981,101010
4982,101010
4983,101010
4984,101010
4985,101010
4986,101010
4987,101010
4988,101010
4989,101010
4990,101010
4991,101010
4992,101010
4993,101010
4994,101010
4995,101010
4996,101010
4997,101010
4998,101010
4999,101010
5000,101010
5001,101010
5002,101010
5003,10010
5004,10010
5005,10010
5006,10010
5007,10010
5008,10010
5009,10010
5010,10010
5011,10010
5012,10010
5013,10010
5014,10010
5015,10010
5016,10010
5017,10010
5018,10010
5019,10010
5020,10010
5021,10010
5022,10010
5023,10010
5024,10010
5025,10010
5026,10010
5027,10010
5028,10010
5029,10010
5030,10010
5031,10010
5032,10010
5033,10010
5034,10
5035,10010
5036,10010
5037,10010
5038,10010
5039,10010
5040,10010
5041,10010
5042,10010
5043,10010
5044,10010
5045,10010
5046,10010
5047,10010
5048,10010
5049,10010
5050,10010
5051,10010
5052,10010
5053,10010
5054,10010
5055,10010
5056,10010
5057,10010
5058,10010
5059,10010
5060,10010
5061,10011
5062,10010
5063,10010
5064,10010
5065,10010
5066,10010
